Exercice_number,Category_number,Used_pattern
399,0,"[1, 4, 6, 5, 8, 9, 12]"
399,1,"[3, 2, 5]"
399,2,"[3, 6, 1, 10]"
399,3,[2]
399,4,[1]
399,5,"[5, 1]"
399,6,"[15, 2]"
400,0,"[4, 3, 6, 5, 8, 9, 12]"
400,1,"[5, 3, 4]"
400,2,"[8, 7, 4, 12]"
400,3,[2]
400,4,[1]
400,5,"[3, 1]"
400,6,"[21, 7]"
401,0,"[1, 4, 6, 5, 7, 10, 11]"
401,1,"[1, 3, 2]"
401,2,"[2, 7, 4, 12]"
401,3,[2]
401,4,[6]
401,5,"[1, 4]"
401,6,"[9, 16]"
402,0,"[1, 3, 6, 5, 8, 9, 11]"
402,1,"[3, 2, 5]"
402,2,"[3, 7, 1, 12]"
402,3,[1]
402,4,[7]
402,5,"[5, 2]"
402,6,"[15, 2]"
403,0,"[2, 1, 5, 6, 8, 10, 12]"
403,1,"[2, 5, 6]"
403,2,"[1, 2, 6, 9]"
403,3,[2]
403,4,[3]
403,5,"[5, 1]"
403,6,"[21, 15]"
404,0,"[1, 4, 5, 6, 7, 10, 12]"
404,1,"[3, 1, 6]"
404,2,"[4, 1, 8, 13]"
404,3,[2]
404,4,[3]
404,5,"[3, 5]"
404,6,"[4, 5]"
405,0,"[3, 2, 5, 6, 7, 10, 12]"
405,1,"[6, 4, 3]"
405,2,"[7, 3, 4, 13]"
405,3,[4]
405,4,[7]
405,5,"[1, 4]"
405,6,"[15, 11]"
406,0,"[4, 1, 6, 5, 8, 9, 12]"
406,1,"[4, 5, 1]"
406,2,"[4, 2, 7, 10]"
406,3,[4]
406,4,[4]
406,5,"[4, 5]"
406,6,"[7, 15]"
407,0,"[2, 4, 6, 5, 7, 9, 12]"
407,1,"[1, 3, 6]"
407,2,"[7, 1, 3, 13]"
407,3,[2]
407,4,[6]
407,5,"[1, 4]"
407,6,"[11, 8]"
408,0,"[4, 1, 5, 6, 7, 9, 11]"
408,1,"[2, 4, 3]"
408,2,"[2, 1, 6, 11]"
408,3,[2]
408,4,[7]
408,5,"[1, 5]"
408,6,"[7, 5]"
409,0,"[2, 1, 5, 6, 7, 9, 11]"
409,1,"[4, 1, 6]"
409,2,"[3, 4, 1, 10]"
409,3,[4]
409,4,[4]
409,5,"[5, 3]"
409,6,"[2, 20]"
410,0,"[3, 1, 5, 6, 8, 10, 11]"
410,1,"[2, 6, 3]"
410,2,"[3, 6, 2, 11]"
410,3,[3]
410,4,[4]
410,5,"[5, 1]"
410,6,"[1, 15]"
411,0,"[1, 2, 6, 5, 8, 10, 11]"
411,1,"[4, 5, 3]"
411,2,"[2, 7, 6, 13]"
411,3,[2]
411,4,[6]
411,5,"[3, 2]"
411,6,"[21, 11]"
412,0,"[3, 2, 5, 6, 8, 9, 12]"
412,1,"[2, 6, 1]"
412,2,"[4, 6, 1, 9]"
412,3,[1]
412,4,[7]
412,5,"[5, 4]"
412,6,"[10, 21]"
413,0,"[3, 4, 6, 5, 8, 10, 12]"
413,1,"[2, 5, 4]"
413,2,"[7, 4, 2, 9]"
413,3,[1]
413,4,[3]
413,5,"[5, 2]"
413,6,"[2, 9]"
414,0,"[3, 1, 5, 6, 7, 10, 11]"
414,1,"[5, 6, 2]"
414,2,"[3, 7, 1, 12]"
414,3,[1]
414,4,[3]
414,5,"[3, 2]"
414,6,"[2, 5]"
415,0,"[4, 2, 5, 6, 8, 10, 12]"
415,1,"[3, 2, 1]"
415,2,"[7, 2, 5, 12]"
415,3,[4]
415,4,[5]
415,5,"[1, 2]"
415,6,"[20, 8]"
416,0,"[1, 3, 5, 6, 8, 10, 11]"
416,1,"[3, 4, 2]"
416,2,"[4, 5, 8, 13]"
416,3,[4]
416,4,[3]
416,5,"[2, 1]"
416,6,"[6, 1]"
417,0,"[1, 3, 5, 6, 7, 9, 11]"
417,1,"[3, 1, 2]"
417,2,"[7, 1, 3, 13]"
417,3,[4]
417,4,[4]
417,5,"[4, 3]"
417,6,"[11, 7]"
418,0,"[3, 2, 5, 6, 7, 10, 11]"
418,1,"[1, 3, 2]"
418,2,"[1, 2, 5, 10]"
418,3,[2]
418,4,[6]
418,5,"[4, 2]"
418,6,"[2, 21]"
419,0,"[1, 4, 6, 5, 7, 10, 12]"
419,1,"[6, 2, 1]"
419,2,"[3, 1, 7, 11]"
419,3,[4]
419,4,[7]
419,5,"[2, 1]"
419,6,"[5, 9]"
420,0,"[4, 3, 6, 5, 7, 10, 12]"
420,1,"[1, 6, 5]"
420,2,"[1, 6, 5, 9]"
420,3,[3]
420,4,[6]
420,5,"[3, 5]"
420,6,"[2, 16]"
421,0,"[2, 1, 5, 6, 7, 10, 11]"
421,1,"[6, 1, 5]"
421,2,"[8, 5, 1, 13]"
421,3,[3]
421,4,[7]
421,5,"[2, 1]"
421,6,"[2, 15]"
422,0,"[2, 1, 6, 5, 7, 9, 12]"
422,1,"[3, 1, 4]"
422,2,"[5, 7, 4, 11]"
422,3,[1]
422,4,[6]
422,5,"[3, 2]"
422,6,"[6, 15]"
423,0,"[1, 3, 5, 6, 8, 9, 11]"
423,1,"[2, 3, 1]"
423,2,"[2, 1, 8, 12]"
423,3,[4]
423,4,[4]
423,5,"[5, 1]"
423,6,"[4, 2]"
424,0,"[3, 2, 6, 5, 8, 9, 11]"
424,1,"[1, 2, 6]"
424,2,"[8, 5, 2, 12]"
424,3,[4]
424,4,[7]
424,5,"[2, 3]"
424,6,"[10, 7]"
425,0,"[4, 1, 6, 5, 7, 10, 12]"
425,1,"[2, 4, 1]"
425,2,"[6, 8, 2, 11]"
425,3,[3]
425,4,[7]
425,5,"[1, 4]"
425,6,"[10, 8]"
426,0,"[1, 3, 6, 5, 7, 10, 12]"
426,1,"[5, 6, 2]"
426,2,"[5, 6, 3, 11]"
426,3,[1]
426,4,[2]
426,5,"[5, 2]"
426,6,"[16, 9]"
427,0,"[1, 3, 6, 5, 8, 9, 12]"
427,1,"[4, 5, 1]"
427,2,"[3, 8, 1, 11]"
427,3,[2]
427,4,[3]
427,5,"[4, 1]"
427,6,"[2, 15]"
428,0,"[3, 2, 5, 6, 7, 10, 12]"
428,1,"[5, 3, 2]"
428,2,"[8, 3, 6, 9]"
428,3,[4]
428,4,[1]
428,5,"[3, 2]"
428,6,"[7, 15]"
429,0,"[4, 3, 5, 6, 8, 9, 11]"
429,1,"[6, 2, 3]"
429,2,"[4, 5, 6, 12]"
429,3,[3]
429,4,[3]
429,5,"[3, 1]"
429,6,"[20, 11]"
430,0,"[4, 3, 5, 6, 8, 9, 12]"
430,1,"[5, 2, 6]"
430,2,"[7, 6, 1, 10]"
430,3,[1]
430,4,[5]
430,5,"[1, 4]"
430,6,"[6, 5]"
431,0,"[2, 1, 6, 5, 8, 10, 12]"
431,1,"[1, 6, 2]"
431,2,"[4, 3, 5, 13]"
431,3,[1]
431,4,[1]
431,5,"[1, 2]"
431,6,"[5, 4]"
432,0,"[4, 2, 6, 5, 8, 10, 12]"
432,1,"[3, 6, 2]"
432,2,"[4, 5, 2, 13]"
432,3,[3]
432,4,[1]
432,5,"[4, 2]"
432,6,"[7, 20]"
433,0,"[2, 3, 5, 6, 8, 10, 12]"
433,1,"[6, 4, 3]"
433,2,"[3, 7, 5, 9]"
433,3,[3]
433,4,[4]
433,5,"[3, 2]"
433,6,"[16, 11]"
434,0,"[1, 3, 5, 6, 8, 9, 11]"
434,1,"[2, 1, 3]"
434,2,"[1, 3, 6, 13]"
434,3,[2]
434,4,[1]
434,5,"[5, 1]"
434,6,"[5, 16]"
435,0,"[2, 3, 5, 6, 7, 9, 11]"
435,1,"[3, 5, 1]"
435,2,"[1, 3, 6, 9]"
435,3,[2]
435,4,[4]
435,5,"[1, 4]"
435,6,"[4, 20]"
436,0,"[4, 3, 5, 6, 8, 9, 11]"
436,1,"[4, 3, 6]"
436,2,"[3, 4, 2, 10]"
436,3,[4]
436,4,[6]
436,5,"[2, 1]"
436,6,"[21, 11]"
437,0,"[4, 2, 6, 5, 8, 10, 11]"
437,1,"[3, 2, 5]"
437,2,"[1, 7, 2, 10]"
437,3,[2]
437,4,[6]
437,5,"[3, 4]"
437,6,"[9, 11]"
438,0,"[1, 4, 5, 6, 7, 9, 11]"
438,1,"[5, 6, 3]"
438,2,"[5, 1, 4, 11]"
438,3,[4]
438,4,[4]
438,5,"[1, 3]"
438,6,"[10, 20]"
439,0,"[4, 2, 6, 5, 8, 10, 12]"
439,1,"[1, 4, 5]"
439,2,"[4, 5, 3, 11]"
439,3,[1]
439,4,[4]
439,5,"[3, 5]"
439,6,"[21, 20]"
440,0,"[3, 1, 6, 5, 8, 9, 11]"
440,1,"[6, 4, 2]"
440,2,"[7, 6, 4, 11]"
440,3,[1]
440,4,[1]
440,5,"[4, 3]"
440,6,"[21, 7]"
441,0,"[3, 4, 5, 6, 7, 9, 12]"
441,1,"[2, 4, 3]"
441,2,"[3, 5, 1, 12]"
441,3,[3]
441,4,[6]
441,5,"[4, 2]"
441,6,"[16, 7]"
442,0,"[2, 3, 5, 6, 7, 9, 12]"
442,1,"[6, 4, 5]"
442,2,"[2, 7, 8, 10]"
442,3,[2]
442,4,[1]
442,5,"[1, 4]"
442,6,"[7, 9]"
443,0,"[3, 1, 5, 6, 7, 10, 12]"
443,1,"[5, 1, 6]"
443,2,"[3, 4, 8, 13]"
443,3,[2]
443,4,[7]
443,5,"[2, 4]"
443,6,"[9, 1]"
444,0,"[4, 3, 6, 5, 8, 9, 12]"
444,1,"[5, 1, 3]"
444,2,"[5, 1, 2, 13]"
444,3,[3]
444,4,[6]
444,5,"[3, 1]"
444,6,"[16, 9]"
445,0,"[1, 2, 6, 5, 7, 10, 11]"
445,1,"[4, 1, 6]"
445,2,"[3, 2, 6, 9]"
445,3,[3]
445,4,[5]
445,5,"[1, 4]"
445,6,"[11, 16]"
446,0,"[2, 1, 6, 5, 7, 10, 11]"
446,1,"[6, 4, 5]"
446,2,"[1, 7, 4, 10]"
446,3,[2]
446,4,[5]
446,5,"[1, 4]"
446,6,"[6, 15]"
447,0,"[2, 3, 6, 5, 7, 9, 12]"
447,1,"[1, 2, 4]"
447,2,"[2, 7, 1, 9]"
447,3,[2]
447,4,[1]
447,5,"[3, 1]"
447,6,"[20, 5]"
448,0,"[1, 3, 5, 6, 8, 10, 11]"
448,1,"[5, 2, 3]"
448,2,"[6, 7, 3, 13]"
448,3,[3]
448,4,[5]
448,5,"[3, 4]"
448,6,"[15, 10]"
449,0,"[4, 1, 5, 6, 8, 10, 12]"
449,1,"[1, 5, 6]"
449,2,"[8, 5, 7, 10]"
449,3,[4]
449,4,[1]
449,5,"[4, 5]"
449,6,"[10, 16]"
450,0,"[1, 4, 5, 6, 7, 10, 12]"
450,1,"[4, 3, 2]"
450,2,"[3, 4, 1, 13]"
450,3,[1]
450,4,[1]
450,5,"[2, 1]"
450,6,"[1, 7]"
451,0,"[1, 2, 6, 5, 7, 10, 12]"
451,1,"[1, 2, 4]"
451,2,"[4, 6, 3, 11]"
451,3,[1]
451,4,[2]
451,5,"[5, 3]"
451,6,"[9, 15]"
452,0,"[3, 2, 5, 6, 7, 9, 12]"
452,1,"[4, 5, 3]"
452,2,"[4, 3, 2, 9]"
452,3,[1]
452,4,[3]
452,5,"[5, 1]"
452,6,"[2, 21]"
453,0,"[2, 4, 6, 5, 8, 9, 11]"
453,1,"[3, 6, 5]"
453,2,"[2, 5, 7, 13]"
453,3,[2]
453,4,[6]
453,5,"[3, 1]"
453,6,"[21, 7]"
454,0,"[4, 3, 6, 5, 8, 9, 11]"
454,1,"[5, 6, 3]"
454,2,"[6, 2, 4, 12]"
454,3,[2]
454,4,[6]
454,5,"[1, 5]"
454,6,"[2, 15]"
455,0,"[2, 3, 5, 6, 8, 9, 11]"
455,1,"[4, 3, 5]"
455,2,"[5, 1, 2, 12]"
455,3,[2]
455,4,[4]
455,5,"[2, 4]"
455,6,"[16, 7]"
456,0,"[1, 2, 5, 6, 7, 9, 12]"
456,1,"[2, 1, 3]"
456,2,"[4, 5, 2, 10]"
456,3,[1]
456,4,[2]
456,5,"[4, 1]"
456,6,"[4, 15]"
457,0,"[4, 1, 6, 5, 7, 10, 12]"
457,1,"[4, 6, 1]"
457,2,"[6, 5, 4, 10]"
457,3,[2]
457,4,[4]
457,5,"[4, 3]"
457,6,"[2, 7]"
458,0,"[3, 2, 6, 5, 8, 9, 11]"
458,1,"[1, 5, 6]"
458,2,"[8, 7, 3, 9]"
458,3,[3]
458,4,[1]
458,5,"[3, 5]"
458,6,"[1, 15]"
459,0,"[4, 1, 5, 6, 7, 10, 11]"
459,1,"[3, 6, 4]"
459,2,"[1, 7, 6, 10]"
459,3,[2]
459,4,[7]
459,5,"[3, 1]"
459,6,"[5, 7]"
460,0,"[1, 3, 5, 6, 7, 9, 12]"
460,1,"[4, 3, 6]"
460,2,"[6, 7, 5, 9]"
460,3,[4]
460,4,[6]
460,5,"[1, 2]"
460,6,"[11, 7]"
461,0,"[3, 2, 5, 6, 7, 9, 12]"
461,1,"[1, 5, 3]"
461,2,"[5, 3, 7, 9]"
461,3,[1]
461,4,[6]
461,5,"[1, 2]"
461,6,"[16, 10]"
462,0,"[3, 4, 6, 5, 8, 9, 12]"
462,1,"[3, 2, 4]"
462,2,"[5, 7, 3, 9]"
462,3,[3]
462,4,[7]
462,5,"[2, 4]"
462,6,"[4, 21]"
463,0,"[1, 2, 5, 6, 7, 10, 12]"
463,1,"[1, 4, 5]"
463,2,"[3, 7, 5, 10]"
463,3,[3]
463,4,[1]
463,5,"[4, 1]"
463,6,"[5, 21]"
464,0,"[3, 1, 5, 6, 7, 9, 11]"
464,1,"[5, 3, 1]"
464,2,"[8, 5, 1, 12]"
464,3,[2]
464,4,[1]
464,5,"[1, 5]"
464,6,"[7, 21]"
465,0,"[1, 4, 5, 6, 7, 10, 12]"
465,1,"[5, 2, 1]"
465,2,"[4, 7, 6, 9]"
465,3,[4]
465,4,[5]
465,5,"[4, 1]"
465,6,"[9, 21]"
466,0,"[3, 2, 6, 5, 8, 10, 11]"
466,1,"[2, 6, 3]"
466,2,"[8, 2, 6, 10]"
466,3,[4]
466,4,[3]
466,5,"[5, 4]"
466,6,"[20, 9]"
467,0,"[4, 2, 6, 5, 8, 9, 11]"
467,1,"[3, 1, 2]"
467,2,"[1, 5, 7, 13]"
467,3,[1]
467,4,[6]
467,5,"[2, 3]"
467,6,"[15, 19]"
468,0,"[2, 1, 5, 6, 7, 9, 12]"
468,1,"[1, 4, 3]"
468,2,"[1, 8, 6, 10]"
468,3,[1]
468,4,[3]
468,5,"[2, 1]"
468,6,"[7, 9]"
469,0,"[3, 4, 5, 6, 7, 10, 11]"
469,1,"[2, 6, 3]"
469,2,"[8, 3, 4, 10]"
469,3,[4]
469,4,[4]
469,5,"[4, 3]"
469,6,"[20, 11]"
470,0,"[1, 2, 6, 5, 7, 9, 11]"
470,1,"[6, 5, 4]"
470,2,"[8, 6, 3, 13]"
470,3,[3]
470,4,[2]
470,5,"[4, 3]"
470,6,"[10, 9]"
471,0,"[3, 4, 5, 6, 8, 9, 11]"
471,1,"[1, 2, 4]"
471,2,"[2, 5, 7, 9]"
471,3,[2]
471,4,[6]
471,5,"[2, 4]"
471,6,"[10, 2]"
472,0,"[3, 2, 6, 5, 8, 10, 11]"
472,1,"[5, 2, 4]"
472,2,"[4, 7, 6, 10]"
472,3,[2]
472,4,[6]
472,5,"[4, 2]"
472,6,"[16, 8]"
473,0,"[4, 2, 6, 5, 7, 10, 11]"
473,1,"[2, 6, 5]"
473,2,"[8, 2, 1, 11]"
473,3,[3]
473,4,[6]
473,5,"[3, 4]"
473,6,"[1, 20]"
474,0,"[3, 2, 6, 5, 8, 9, 11]"
474,1,"[3, 4, 2]"
474,2,"[3, 7, 8, 10]"
474,3,[2]
474,4,[7]
474,5,"[1, 4]"
474,6,"[10, 15]"
475,0,"[4, 1, 6, 5, 7, 10, 11]"
475,1,"[4, 3, 2]"
475,2,"[3, 4, 6, 11]"
475,3,[3]
475,4,[7]
475,5,"[4, 3]"
475,6,"[15, 11]"
476,0,"[2, 4, 5, 6, 7, 9, 11]"
476,1,"[1, 3, 6]"
476,2,"[3, 8, 2, 13]"
476,3,[2]
476,4,[2]
476,5,"[1, 2]"
476,6,"[16, 7]"
477,0,"[1, 4, 6, 5, 8, 9, 12]"
477,1,"[3, 6, 4]"
477,2,"[4, 2, 5, 11]"
477,3,[4]
477,4,[7]
477,5,"[2, 4]"
477,6,"[1, 11]"
478,0,"[3, 4, 5, 6, 8, 10, 12]"
478,1,"[3, 5, 6]"
478,2,"[6, 3, 8, 11]"
478,3,[1]
478,4,[3]
478,5,"[1, 3]"
478,6,"[5, 21]"
479,0,"[2, 3, 6, 5, 8, 9, 11]"
479,1,"[1, 3, 6]"
479,2,"[8, 3, 7, 11]"
479,3,[3]
479,4,[5]
479,5,"[2, 1]"
479,6,"[1, 2]"
480,0,"[4, 2, 5, 6, 7, 10, 11]"
480,1,"[5, 1, 2]"
480,2,"[5, 4, 1, 13]"
480,3,[2]
480,4,[6]
480,5,"[1, 5]"
480,6,"[16, 15]"
481,0,"[1, 3, 6, 5, 8, 10, 11]"
481,1,"[6, 5, 4]"
481,2,"[3, 6, 1, 10]"
481,3,[1]
481,4,[3]
481,5,"[3, 5]"
481,6,"[7, 8]"
482,0,"[4, 3, 5, 6, 8, 9, 11]"
482,1,"[6, 2, 1]"
482,2,"[2, 7, 5, 13]"
482,3,[4]
482,4,[3]
482,5,"[2, 5]"
482,6,"[16, 1]"
483,0,"[3, 2, 5, 6, 8, 10, 11]"
483,1,"[4, 2, 3]"
483,2,"[8, 5, 4, 11]"
483,3,[4]
483,4,[2]
483,5,"[5, 3]"
483,6,"[20, 21]"
484,0,"[2, 4, 5, 6, 7, 10, 12]"
484,1,"[5, 6, 4]"
484,2,"[2, 4, 1, 13]"
484,3,[2]
484,4,[6]
484,5,"[3, 2]"
484,6,"[2, 8]"
485,0,"[4, 3, 6, 5, 7, 10, 11]"
485,1,"[3, 2, 5]"
485,2,"[6, 7, 1, 9]"
485,3,[3]
485,4,[5]
485,5,"[3, 1]"
485,6,"[2, 20]"
486,0,"[3, 1, 6, 5, 7, 9, 12]"
486,1,"[5, 3, 2]"
486,2,"[1, 4, 2, 12]"
486,3,[4]
486,4,[6]
486,5,"[1, 3]"
486,6,"[21, 15]"
487,0,"[3, 4, 6, 5, 8, 10, 12]"
487,1,"[4, 6, 2]"
487,2,"[5, 8, 7, 11]"
487,3,[1]
487,4,[6]
487,5,"[4, 2]"
487,6,"[9, 10]"
488,0,"[4, 2, 5, 6, 7, 10, 11]"
488,1,"[1, 5, 2]"
488,2,"[2, 5, 4, 13]"
488,3,[2]
488,4,[5]
488,5,"[1, 3]"
488,6,"[8, 16]"
489,0,"[4, 2, 6, 5, 8, 9, 12]"
489,1,"[4, 2, 3]"
489,2,"[7, 2, 5, 10]"
489,3,[2]
489,4,[1]
489,5,"[1, 5]"
489,6,"[9, 10]"
490,0,"[3, 2, 5, 6, 8, 10, 11]"
490,1,"[4, 3, 2]"
490,2,"[1, 8, 6, 11]"
490,3,[1]
490,4,[6]
490,5,"[2, 1]"
490,6,"[6, 15]"
491,0,"[4, 2, 5, 6, 7, 9, 12]"
491,1,"[4, 6, 2]"
491,2,"[3, 8, 4, 11]"
491,3,[3]
491,4,[2]
491,5,"[3, 2]"
491,6,"[9, 15]"
492,0,"[3, 2, 5, 6, 7, 9, 11]"
492,1,"[4, 6, 3]"
492,2,"[5, 7, 3, 13]"
492,3,[3]
492,4,[4]
492,5,"[5, 4]"
492,6,"[8, 2]"
493,0,"[4, 2, 5, 6, 7, 9, 11]"
493,1,"[1, 3, 4]"
493,2,"[7, 1, 4, 11]"
493,3,[3]
493,4,[3]
493,5,"[3, 4]"
493,6,"[1, 16]"
494,0,"[2, 3, 6, 5, 8, 10, 11]"
494,1,"[4, 2, 1]"
494,2,"[3, 1, 7, 9]"
494,3,[4]
494,4,[4]
494,5,"[4, 2]"
494,6,"[11, 16]"
495,0,"[2, 4, 5, 6, 7, 9, 11]"
495,1,"[6, 1, 2]"
495,2,"[4, 6, 1, 11]"
495,3,[1]
495,4,[3]
495,5,"[5, 4]"
495,6,"[7, 1]"
496,0,"[1, 4, 6, 5, 8, 10, 12]"
496,1,"[3, 2, 1]"
496,2,"[5, 3, 2, 9]"
496,3,[2]
496,4,[6]
496,5,"[1, 5]"
496,6,"[4, 9]"
497,0,"[2, 1, 5, 6, 7, 9, 12]"
497,1,"[2, 6, 5]"
497,2,"[3, 1, 7, 11]"
497,3,[1]
497,4,[1]
497,5,"[5, 4]"
497,6,"[20, 2]"
498,0,"[3, 1, 6, 5, 8, 10, 12]"
498,1,"[5, 3, 4]"
498,2,"[5, 6, 1, 13]"
498,3,[2]
498,4,[1]
498,5,"[1, 5]"
498,6,"[2, 10]"
499,0,"[3, 4, 6, 5, 7, 9, 11]"
499,1,"[5, 3, 1]"
499,2,"[5, 8, 3, 13]"
499,3,[4]
499,4,[6]
499,5,"[4, 1]"
499,6,"[5, 1]"
500,0,"[1, 3, 6, 5, 8, 9, 11]"
500,1,"[1, 3, 2]"
500,2,"[3, 4, 7, 13]"
500,3,[4]
500,4,[3]
500,5,"[5, 3]"
500,6,"[2, 20]"
501,0,"[1, 3, 5, 6, 7, 9, 12]"
501,1,"[1, 3, 6]"
501,2,"[7, 3, 4, 13]"
501,3,[2]
501,4,[3]
501,5,"[2, 4]"
501,6,"[16, 15]"
502,0,"[2, 3, 5, 6, 7, 9, 12]"
502,1,"[6, 5, 4]"
502,2,"[8, 3, 7, 12]"
502,3,[3]
502,4,[7]
502,5,"[1, 4]"
502,6,"[7, 2]"
503,0,"[2, 3, 6, 5, 8, 10, 12]"
503,1,"[6, 2, 3]"
503,2,"[4, 3, 5, 11]"
503,3,[3]
503,4,[1]
503,5,"[4, 1]"
503,6,"[21, 2]"
504,0,"[1, 4, 5, 6, 7, 10, 11]"
504,1,"[2, 4, 1]"
504,2,"[7, 3, 6, 13]"
504,3,[2]
504,4,[3]
504,5,"[5, 4]"
504,6,"[7, 5]"
505,0,"[1, 4, 5, 6, 8, 9, 12]"
505,1,"[5, 3, 4]"
505,2,"[6, 2, 5, 10]"
505,3,[3]
505,4,[3]
505,5,"[1, 5]"
505,6,"[4, 9]"
506,0,"[3, 1, 6, 5, 8, 10, 12]"
506,1,"[3, 2, 1]"
506,2,"[8, 4, 5, 11]"
506,3,[1]
506,4,[6]
506,5,"[4, 5]"
506,6,"[4, 16]"
507,0,"[2, 3, 6, 5, 7, 9, 11]"
507,1,"[5, 4, 2]"
507,2,"[5, 7, 8, 9]"
507,3,[1]
507,4,[4]
507,5,"[4, 3]"
507,6,"[5, 8]"
508,0,"[2, 3, 5, 6, 7, 10, 11]"
508,1,"[5, 1, 4]"
508,2,"[3, 2, 5, 13]"
508,3,[2]
508,4,[3]
508,5,"[1, 3]"
508,6,"[8, 20]"
509,0,"[4, 2, 6, 5, 8, 9, 11]"
509,1,"[4, 5, 2]"
509,2,"[1, 6, 4, 9]"
509,3,[4]
509,4,[4]
509,5,"[3, 1]"
509,6,"[9, 11]"
510,0,"[1, 3, 5, 6, 8, 10, 11]"
510,1,"[3, 6, 5]"
510,2,"[6, 3, 5, 11]"
510,3,[2]
510,4,[3]
510,5,"[5, 1]"
510,6,"[21, 15]"
511,0,"[3, 4, 5, 6, 8, 9, 11]"
511,1,"[1, 4, 3]"
511,2,"[5, 4, 6, 10]"
511,3,[2]
511,4,[3]
511,5,"[5, 2]"
511,6,"[9, 21]"
512,0,"[3, 2, 6, 5, 7, 10, 12]"
512,1,"[5, 6, 2]"
512,2,"[7, 3, 4, 10]"
512,3,[3]
512,4,[1]
512,5,"[4, 2]"
512,6,"[21, 10]"
513,0,"[3, 2, 6, 5, 7, 9, 12]"
513,1,"[5, 3, 4]"
513,2,"[1, 2, 6, 12]"
513,3,[4]
513,4,[1]
513,5,"[4, 1]"
513,6,"[9, 20]"
514,0,"[2, 3, 6, 5, 7, 9, 12]"
514,1,"[1, 6, 4]"
514,2,"[6, 5, 8, 12]"
514,3,[2]
514,4,[6]
514,5,"[4, 5]"
514,6,"[4, 10]"
515,0,"[4, 2, 6, 5, 7, 9, 11]"
515,1,"[4, 1, 3]"
515,2,"[4, 5, 8, 9]"
515,3,[2]
515,4,[3]
515,5,"[5, 1]"
515,6,"[5, 8]"
516,0,"[4, 2, 6, 5, 8, 9, 12]"
516,1,"[4, 5, 1]"
516,2,"[7, 6, 3, 13]"
516,3,[3]
516,4,[1]
516,5,"[1, 5]"
516,6,"[2, 10]"
517,0,"[3, 2, 6, 5, 8, 9, 12]"
517,1,"[4, 3, 2]"
517,2,"[4, 2, 8, 9]"
517,3,[2]
517,4,[6]
517,5,"[3, 4]"
517,6,"[1, 11]"
518,0,"[1, 2, 6, 5, 7, 9, 11]"
518,1,"[1, 4, 6]"
518,2,"[2, 5, 8, 13]"
518,3,[4]
518,4,[7]
518,5,"[2, 3]"
518,6,"[7, 16]"
519,0,"[3, 4, 5, 6, 7, 9, 11]"
519,1,"[2, 1, 5]"
519,2,"[4, 3, 8, 13]"
519,3,[1]
519,4,[1]
519,5,"[3, 4]"
519,6,"[21, 10]"
520,0,"[3, 4, 5, 6, 7, 9, 12]"
520,1,"[6, 1, 5]"
520,2,"[7, 2, 8, 10]"
520,3,[3]
520,4,[6]
520,5,"[1, 5]"
520,6,"[2, 11]"
521,0,"[3, 1, 6, 5, 8, 9, 12]"
521,1,"[2, 6, 1]"
521,2,"[6, 3, 8, 12]"
521,3,[2]
521,4,[4]
521,5,"[2, 3]"
521,6,"[10, 8]"
522,0,"[3, 2, 6, 5, 8, 9, 11]"
522,1,"[2, 5, 3]"
522,2,"[1, 7, 5, 10]"
522,3,[4]
522,4,[1]
522,5,"[3, 4]"
522,6,"[9, 11]"
523,0,"[1, 2, 6, 5, 8, 9, 12]"
523,1,"[2, 4, 3]"
523,2,"[2, 5, 4, 12]"
523,3,[4]
523,4,[6]
523,5,"[3, 1]"
523,6,"[10, 21]"
524,0,"[4, 2, 6, 5, 7, 9, 12]"
524,1,"[2, 3, 6]"
524,2,"[3, 2, 4, 13]"
524,3,[1]
524,4,[6]
524,5,"[3, 1]"
524,6,"[1, 10]"
525,0,"[3, 2, 6, 5, 7, 9, 12]"
525,1,"[3, 6, 5]"
525,2,"[2, 4, 5, 9]"
525,3,[2]
525,4,[2]
525,5,"[5, 4]"
525,6,"[1, 5]"
526,0,"[4, 2, 5, 6, 7, 9, 12]"
526,1,"[6, 3, 5]"
526,2,"[6, 1, 4, 13]"
526,3,[2]
526,4,[6]
526,5,"[3, 5]"
526,6,"[9, 21]"
527,0,"[2, 4, 5, 6, 8, 10, 12]"
527,1,"[4, 1, 6]"
527,2,"[8, 6, 2, 9]"
527,3,[3]
527,4,[5]
527,5,"[1, 4]"
527,6,"[2, 6]"
528,0,"[4, 2, 5, 6, 7, 9, 11]"
528,1,"[4, 2, 6]"
528,2,"[4, 1, 6, 10]"
528,3,[2]
528,4,[6]
528,5,"[2, 5]"
528,6,"[7, 16]"
529,0,"[3, 2, 5, 6, 8, 9, 12]"
529,1,"[2, 1, 5]"
529,2,"[8, 4, 7, 10]"
529,3,[4]
529,4,[3]
529,5,"[5, 4]"
529,6,"[2, 6]"
530,0,"[2, 4, 6, 5, 8, 10, 11]"
530,1,"[1, 6, 3]"
530,2,"[4, 6, 3, 10]"
530,3,[2]
530,4,[4]
530,5,"[3, 4]"
530,6,"[1, 8]"
531,0,"[1, 2, 5, 6, 7, 9, 12]"
531,1,"[5, 3, 4]"
531,2,"[5, 2, 1, 12]"
531,3,[4]
531,4,[7]
531,5,"[5, 2]"
531,6,"[5, 2]"
